#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,SUBSYSTEM,DATABASE-REFERENCE,GEM-REFERENCE
,R1,secretory phospholipase A2,"H2O [cytoplasm] + phosphatidylcholine [cytoplasm] --> 1-acylglycerophosphocholine [cytoplasm] + (9Z,12Z,15Z)-Octadecatrienoic acid [cytoplasm]",3.1.1.4,AFUA_2G11970 or AFUA_4G08440,0,1000,0,alpha-Linolenic acid metabolism,KEGG:R07859,
,R2075,"UDPglucose:1,3-beta-D-glucan 3-beta-D-glucosyltransferase","H2O [cytoplasm] + 3.0 UDP-glucose [cytoplasm] --> 3.0 UDP [cytoplasm] + 1,3-beta-D-Glucan [cytoplasm]",2.4.1.34,AFUA_3G00910 or AFUA_1G15440 or AFUA_5G05770 or AFUA_2G11270 or (AFUA_6G12400 and AFUA_5G02760),0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R03118,r0005YCM606 [7]
,R2076,"alpha,alpha-trehalose glucohydrolase","H2O [cytoplasm] + alpha,alpha-Trehalose [cytoplasm] --> 2.0 D-glucose [cytoplasm]",3.2.1.28,AFUA_4G13530 or AFUA_3G02280,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R00010,r0193YCM606 [7]
,R2077,UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase,"UDP-glucose [cytoplasm] + D-glucose 6-phosphate [cytoplasm] --> UDP [cytoplasm] + alpha,alpha-trehalose 6-phosphate [cytoplasm]",2.4.1.15,(AFUA_2G04010 or AFUA_4G03190 or AFUA_5G14300 or AFUA_6G12950) and AFUA_3G05650 and (AFUA_2G04020 or AFUA_7G03940),0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R00836,r0195YCM606 [7]
,R2078,"1,3-beta-D-Glucan glucanohydrolase","2.0 H2O [extracellular] + 1,3-beta-D-Glucan [extracellular] --> 3.0 D-glucose [extracellular]",3.2.1.39; 3.2.1.58,AFUA_1G11460 or AFUA_6G13270 or AFUA_3G00270 or AFUA_2G00430 or AFUA_6G09250 or AFUA_3G07520 or AFUA_1G03600 or AFUA_1G14450 or AFUA_6G11980,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R00308,r0370YCM606 [7]
,R2079,D-glucose-6-phosphate aldose-ketose-isomerase,D-glucose 6-phosphate [cytoplasm] <=> D-fructose 6-phosphate [cytoplasm],5.3.1.9,AFUA_2G09790,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R00771,r0467YCM606 [7]
,R2080,glycogen (starch) synthase,H2O [cytoplasm] + 4.0 UDP-glucose [cytoplasm] --> 4.0 UDP [cytoplasm] + glycogen [cytoplasm],2.4.1.11; 2.4.1.186,AFUA_5G02480 and AFUA_1G05580,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r0510YCM606 [7]
,R2081,glycogen phosphorylase,4.0 phosphate [cytoplasm] + glycogen [cytoplasm] --> H2O [cytoplasm] + 4.0 alpha-D-glucose 1-phosphate [cytoplasm],2.4.1.1,AFUA_1G12920,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r0511YCM606 [7]
,R2082,ATP:D-fructose 6-phosphotransferase,ATP [cytoplasm] + D-fructose [cytoplasm] --> ADP [cytoplasm] + D-fructose 6-phosphate [cytoplasm],2.7.1.1; 2.7.1.4,AFUA_7G04040 or AFUA_6G03980 or AFUA_2G00450 or AFUA_2G16330 or AFUA_6G02230 or AFUA_2G05910,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R00760,r0533YCM606 [7]
,R2083,ATP:D-glucose 6-phosphotransferase,ATP [cytoplasm] + D-glucose [cytoplasm] --> ADP [cytoplasm] + D-glucose 6-phosphate [cytoplasm],2.7.1.1; 2.7.1.2,AFUA_7G04040 or AFUA_6G03980 or AFUA_2G00450 or AFUA_2G16330 or AFUA_6G02230 or AFUA_2G05910,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R00299,r0534YCM606 [7]
,R2084,"alpha-D-glucose 1,6-phosphomutase",D-glucose 6-phosphate [cytoplasm] <=> alpha-D-glucose 1-phosphate [cytoplasm],5.4.2.2; 5.4.2.5,AFUA_2G02120 or AFUA_3G11830,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R08639,r0888YCM606 [7]
,R2085,"alpha-D-glucose 1,6-phosphomutase",D-glucose 6-phosphate [mitochondrion] <=> alpha-D-glucose 1-phosphate [mitochondrion],5.4.2.2; 5.4.2.5,AFUA_2G02120 or AFUA_3G11830,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R08639,r0888YCM606 [7]
,R2086,alpha-galactosidase,H2O [extracellular] + raffinose [extracellular] <=> sucrose [extracellular] + D-galactose [extracellular],3.2.1.22,AFUA_4G03585 or AFUA_8G01130 or AFUA_5G02130 or AFUA_1G01200 or AFUA_5G13830 or AFUA_8G01100 or AFUA_6G02560,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,A. fumigatus central metabolism [1]
,R2087,Cellobiose dehydrogenase,"Cellobiose [extracellular] <=> cellobiono-1,5-lactone [extracellular]",1.1.99.18,AFUA_2G17620,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r367AORYZAE [4]
,R2088,Trehalose-phosphatase,"H2O [cytoplasm] + alpha,alpha-trehalose 6-phosphate [cytoplasm] --> phosphate [cytoplasm] + alpha,alpha-Trehalose [cytoplasm]",2.4.1.15; 3.1.3.12,(AFUA_2G04010 or AFUA_4G03190 or AFUA_5G14300 or AFUA_6G12950) and AFUA_3G05650 and (AFUA_2G04020 or AFUA_7G03940),0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,A. fumigatus central metabolism [1]
,R2089,Glycogen phosphorylase,phosphate [nucleus] + maltotetraose [nucleus] --> alpha-D-glucose 1-phosphate [nucleus] + maltotriose [nucleus],2.4.1.1,AFUA_1G12920,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r380AORYZAE [4]
,R2090,Glycogen phosphorylase,phosphate [cytoplasm] + maltotetraose [cytoplasm] --> alpha-D-glucose 1-phosphate [cytoplasm] + maltotriose [cytoplasm],2.4.1.1,AFUA_1G12920,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r380AORYZAE [4]
,R2091,L-Galactonate dehydratase ,L-galactonate [cytoplasm] --> H2O [cytoplasm] + 2-keto-3-deoxy-L-galactonate [cytoplasm],4.2.1.- ,,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r390AORYZAE [4]
,R2092,L-threo-3-deoxy-hexulosonate aldolase ,2-keto-3-deoxy-L-galactonate [cytoplasm] <=> pyruvate [cytoplasm] + L-glyceraldehyde [cytoplasm],4.1.2.- ,,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r391AORYZAE [4]
,R2093,Glyceraldehyde reductase ,NADPH [cytoplasm] + L-glyceraldehyde [cytoplasm] --> NADP(+) [cytoplasm] + glycerol [cytoplasm],1.1.1.21 ,,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r392AORYZAE [4]
,R2094,Chitinase,2.0 chitin [extracellular] --> H2O [extracellular] + chitobiose [extracellular],3.2.1.14,AFUA_6G13720 or AFUA_3G07110 or AFUA_8G01410 or AFUA_7G08490 or AFUA_5G03850 or AFUA_6G09780 or AFUA_3G11280 or AFUA_1G02800 or AFUA_5G01400 or AFUA_5G03960 or AFUA_5G03530 or AFUA_5G06840 or AFUA_8G00700 or AFUA_1G00310 or AFUA_3G07160 or AFUA_7G05140 or AFUA_6G09310 or AFUA_5G03760,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r395AORYZAE [4]
,R2095,"1,3-beta-Glucan glucohydrolase","2.0 H2O [extracellular] + 1,3-beta-D-Glucan [extracellular] --> 3.0 alpha-D-glucose [extracellular]",3.2.1.58,AFUA_1G11460 or AFUA_6G13270 or AFUA_2G00430 or AFUA_6G09250 or AFUA_3G07520 or AFUA_1G03600 or AFUA_1G14450 or AFUA_6G11980,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R03115,r420ANIDULANS [3]
,R2096,Glucosamine-6-phosphate deaminase,H2O [mitochondrion] + D-glucosamine 6-phosphate [mitochondrion] --> NH3 [mitochondrion] + beta-D-fructofuranose 6-phosphate [mitochondrion],3.5.99.6,AFUA_8G04070 or AFUA_1G00480,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r421AORYZAE [4]
,R2097,alpha-Amylase,3.0 H2O [cytoplasm] + glycogen [cytoplasm] --> 4.0 alpha-D-glucose [cytoplasm],3.2.1.3; 2.4.1.25; 3.2.1.33,AFUA_1G02140,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r432ANIDULANS [3]
,R2098,alpha-Amylase,3.0 H2O [extracellular] + glycogen [extracellular] --> 4.0 alpha-D-glucose [extracellular],3.2.1.3; 2.4.1.25; 3.2.1.33,AFUA_3G00610 or AFUA_2G00690,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r432ANIDULANS [3]
,R2099,alpha-Amylase,3.0 H2O [vacuole] + glycogen [vacuole] --> 4.0 alpha-D-glucose [vacuole],3.2.1.3; 2.4.1.25; 3.2.1.33,AFUA_4G10140,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r432ANIDULANS [3]
,R2100,"1,4-alpha-Glucan branching enzyme ",H2O [cytoplasm] + 5.0 Amylose [cytoplasm] --> 10.0 B00001 [cytoplasm] + Amylopectin [cytoplasm],2.4.1.18,AFUA_5G10540,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r434ANIDULANS [3]
,R2101,"1,4-alpha-Glucan branching enzyme ",H2O [peroxisome] + 5.0 Amylose [peroxisome] --> 10.0 B00001 [peroxisome] + Amylopectin [peroxisome],2.4.1.18,AFUA_5G10540,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r434ANIDULANS [3]
,R2102,"Xylan 1,4-beta-xylosidase ",2.0 H2O [nucleus] + xylans [nucleus] --> 4.0 B00001 [nucleus] + B00002 [nucleus] + 2.0 D-xylose [nucleus],3.2.1.37,AFUA_8G04710,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r464ANIDULANS [3]
,R2103,"Xylan 1,4-beta-xylosidase ",2.0 H2O [cytoplasm] + xylans [cytoplasm] --> 4.0 B00001 [cytoplasm] + B00002 [cytoplasm] + 2.0 D-xylose [cytoplasm],3.2.1.37,AFUA_8G04710,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,r464ANIDULANS [3]
,R2104,N-acetylglucosamine kinase,ATP [cytoplasm] + 2-Acetamido-2-deoxy-D-glucose [cytoplasm] --> ADP [cytoplasm] + N-acetyl-D-glucosamine 6-phosphate [cytoplasm],2.7.1.59,AFUA_1G17490,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,A. fumigatus central metabolism [1]
,R2105,"alpha,alpha-trehalose glucohydrolase","H2O [cytoplasm] + alpha,alpha-Trehalose [cytoplasm] --> 2.0 alpha-D-glucose [cytoplasm]",3.2.1.28,AFUA_4G13530 or AFUA_3G02280,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R00010,r763iLC915 [5]
,R2106,Trehalose synthase,"alpha,alpha-Trehalose [nucleus] <=> maltose [nucleus]",5.4.99.16,AFUA_5G14780,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,A. fumigatus central metabolism [1]
,R2107,Trehalose synthase,"alpha,alpha-Trehalose [cytoplasm] <=> maltose [cytoplasm]",5.4.99.16,AFUA_5G14780,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",,A. fumigatus central metabolism [1]
,R2108,protoporphyrinogen-IX:oxygen oxidoreductase,3.0 oxygen [mitochondrion] + protoporphyrinogen [mitochondrion] --> 3.0 H2O2 [mitochondrion] + protoporphyrin [mitochondrion],1.3.3.4,AFUA_6G08440,0,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R03222,
,R2109,"Chlorophyllide-a:NADP+ 7,8-oxidoreductase",NADP(+) [cytoplasm] + chlorophyllide a [cytoplasm] <=> NADPH [cytoplasm] + monovinyl protochlorophyllide a [cytoplasm],1.3.1.33,AFUA_2G15915,-1000,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R03845,
,R2110,Methyltransferases,6.0 H2O [cytoplasm] + 5.0 S-adenosyl-L-methionine [cytoplasm] + 2.0 demethylmenaquinone-8 [cytoplasm] <=> 5.0 S-adenosyl-L-homocysteine [cytoplasm] + 5.0 Menaquinone [cytoplasm],2.1.1.-,AFUA_5G12100 or AFUA_3G14110 or AFUA_6G09720 or AFUA_6G09680 or AFUA_3G10140 or AFUA_4G01310 or AFUA_7G02130 or AFUA_4G13450 or AFUA_3G10710 or AFUA_4G05890 or AFUA_6G04520 or AFUA_5G06710 or AFUA_2G02750 or AFUA_1G14220 or AFUA_6G08610 or AFUA_8G00550,-1000,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R04993,
,R2111,"(2E,6E)-farnesyl-diphosphate:protoheme IX farnesyltranstransferase","H2O [mitochondrion] + heme b [mitochondrion] + 2-trans,6-trans-farnesyl diphosphate [mitochondrion] --> diphosphate [mitochondrion] + Heme O [mitochondrion]",2.5.1.141,AFUA_4G08340,0,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R07411,
,R2112,"4,4-dimethyl-5alpha-cholest-7-en-3beta-ol,ferrocytochrome-b5:oxygen oxidoreductase (hydroxylating)","3.0 NADH [endoplasmic_reticulum] + 3.0 oxygen [endoplasmic_reticulum] + 4,4-dimethyl-5alpha-cholest-7-en-3beta-ol [endoplasmic_reticulum] --> 4.0 H2O [endoplasmic_reticulum] + 3.0 NAD(+) [endoplasmic_reticulum] + 3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate [endoplasmic_reticulum]",1.14.18.9,AFUA_4G04820 or AFUA_2G01160 or AFUA_8G02440,0,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R10057,
,R2113,ubiquinol:oxygen oxidoreductase (non-electrogenic),oxygen [mitochondrion] + 2.0 ubiquinol [mitochondrion] --> 2.0 H2O [mitochondrion] + 2.0 Ubiquinone [mitochondrion],1.10.3.11,AFUA_2G05060,0,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R09504,R308ANIGER [2]
,R2114,Coproporphyrinogen:oxygen oxidoreductase(decarboxylating),oxygen [cytoplasm] + coproporphyrinogen III [cytoplasm] --> 2.0 H2O [cytoplasm] + 2.0 CO2 [cytoplasm] + protoporphyrinogen [cytoplasm],1.3.3.3,AFUA_1G07480,0,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R03220,r0304YCM606 [7]
,R2115,protoheme ferro-lyase (protoporphyrin-forming),protoporphyrin [mitochondrion] + Fe2+ [mitochondrion] --> heme b [mitochondrion],4.99.1.1,AFUA_5G07750,0,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R00310,r0436YCM606 [7]
,R2116,porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing); porphobilinogen ammonia-lyase (polymerizing),H2O [cytoplasm] + 4.0 porphobilinogen [cytoplasm] --> hydroxymethylbilane [cytoplasm] + 4.0 NH3 [cytoplasm],2.5.1.61,AFUA_3G13120 or AFUA_5G11760,0,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R00084,r0557YCM606 [7]
,R2117,5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming),2.0 5-aminolevulinate [cytoplasm] --> 2.0 H2O [cytoplasm] + porphobilinogen [cytoplasm],4.2.1.24,AFUA_1G08760,0,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R00036,r0935YCM606 [7]
,R2118,protoporphyrinogen-IX:oxygen oxidoreductase,3.0 oxygen [mitochondrion] + 2.0 protoporphyrinogen [mitochondrion] --> 6.0 H2O [mitochondrion] + 2.0 protoporphyrin [mitochondrion],1.3.3.4,AFUA_6G08440,0,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R03222,r0942YCM606 [7]
,R2119,S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase,NAD(+) [cytoplasm] + precorrin-2 [cytoplasm] --> NADH [cytoplasm] + sirohydrochlorin [cytoplasm],1.3.1.76,AFUA_7G05680,0,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R03947,r0998YCM606 [7]
,R2120,S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase,sirohydrochlorin [cytoplasm] + Fe2+ [cytoplasm] --> siroheme [cytoplasm],4.99.1.4,AFUA_7G05680,0,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R02864,r0999YCM606 [7]
,R2121,Uroporphyrinogen-III carboxy-lyase,uroporphyrinogen III [cytoplasm] --> 4.0 CO2 [cytoplasm] + coproporphyrinogen III [cytoplasm],4.1.1.37,AFUA_1G05060,0,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R03197,r1081YCM606 [7]
,R2122,S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase,2.0 S-adenosyl-L-methionine [cytoplasm] + uroporphyrinogen III [cytoplasm] --> 2.0 S-adenosyl-L-homocysteine [cytoplasm] + precorrin-2 [cytoplasm],2.1.1.107,AFUA_3G06600,0,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R03194,r1082YCM606 [7]
,R2123,Hydroxymethylbilane hydro-lyase(cyclizing),hydroxymethylbilane [cytoplasm] --> H2O [cytoplasm] + uroporphyrinogen III [cytoplasm],4.2.1.75,AFUA_6G12800,0,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R03165,r1083YCM606 [7]
,R2124,Fe(II):oxygen oxidoreductase; Fe2+:oxygen oxidoreductase,oxygen [mitochondrion] + 4.0 Fe2+ [mitochondrion] <=> 2.0 H2O [mitochondrion] + 4.0 Fe3+ [mitochondrion],1.16.3.1,AFUA_4G10510,-1000,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R00078,r1089iLC915 [5]
,R2125,Cytochrome c apocytochrome-c-lyase,heme b [nucleus] + apocytochrome C [nucleus] <=> cytochrome c [nucleus],4.4.1.17,AFUA_4G04600 or AFUA_4G07120,-1000,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R02480,r1756AORYZAE [4]
,R2126,Cytochrome c apocytochrome-c-lyase,heme b [cytoplasm] + apocytochrome C [cytoplasm] <=> cytochrome c [cytoplasm],4.4.1.17,AFUA_4G04600 or AFUA_4G07120,-1000,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R02480,r1756AORYZAE [4]
,R2127,Cytochrome c apocytochrome-c-lyase,heme b [mitochondrion] + apocytochrome C [mitochondrion] <=> cytochrome c [mitochondrion],4.4.1.17,AFUA_4G04600 or AFUA_4G07120,-1000,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R02480,r1756AORYZAE [4]
,R2128,Precorrin-2 dehydrogenase,sirohydrochlorin [cytoplasm] + Fe2+ [cytoplasm] --> siroheme [cytoplasm],4.99.1.4,AFUA_7G05680,0,1000,0,Porphyrin and chlorophyll metabolism,,r1760AORYZAE [4]
,R2129,S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase,sirohydrochlorin [cytoplasm] --> siroheme [cytoplasm],2.1.1.107,AFUA_7G05680,0,1000,0,Porphyrin and chlorophyll metabolism,,A. fumigatus central metabolism [1]
,R2130,Uroporphyrinogen I carboxy-lyase,uroporphyrinogen-I [cytoplasm] <=> 4.0 CO2 [cytoplasm] + coproporphyrinogen I [cytoplasm],4.1.1.37,AFUA_1G05060,-1000,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R04972,r860iLC915 [5]
,R2131,Uroporphyrinogen I carboxy-lyase,uroporphyrinogen-I [mitochondrion] <=> 4.0 CO2 [mitochondrion] + coproporphyrinogen I [mitochondrion],4.1.1.37,AFUA_1G05060,-1000,1000,0,Porphyrin and chlorophyll metabolism,KEGG:R04972,r860iLC915 [5]
,R2132,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al:NAD+ oxidoreductase","H2O [cytoplasm] + NAD(+) [cytoplasm] + (25R)-3alpha,7alpha-dihydroxy-5beta-cholestan-26-al [cytoplasm] --> NADH [cytoplasm] + (25R)-3alpha,7alpha-dihydroxy-5-beta-cholestanate [cytoplasm]",1.2.1.3,AFUA_2G00720 or AFUA_7G01000 or AFUA_6G11430,0,1000,0,Primary bile acid biosynthesis,KEGG:R04506,
,R2133,"(24R,25R)-3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase","NAD(+) [cytoplasm] + (24R,25R)-3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl CoA [cytoplasm] <-- NADH [cytoplasm] + 3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl CoA [cytoplasm]",1.1.1.-,AFUA_3G00620 or AFUA_5G11240 or AFUA_5G00300 or AFUA_4G03900 or AFUA_3G11930,-1000,0,0,Primary bile acid biosynthesis,KEGG:R04810,
,R2134,"(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase","NAD(+) [cytoplasm] + (24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl CoA [cytoplasm] <-- NADH [cytoplasm] + 3alpha,7alpha,12alpha-trihydroxy-24-oxo-5-beta-cholestanoyl CoA [cytoplasm]",1.1.1.-,AFUA_3G00620 or AFUA_5G11240 or AFUA_5G00300 or AFUA_4G03900 or AFUA_3G11930,-1000,0,0,Primary bile acid biosynthesis,KEGG:R04812,
,R2135,2-methylcitrate dehydratase,"(2S,3S)-2-methylcitrate [mitochondrion] <=> H2O [mitochondrion] + (Z)-but-2-ene-1,2,3-tricarboxylate [mitochondrion]",4.2.1.79,AFUA_2G13610 or AFUA_6G03730,-1000,1000,0,Propanoate metabolism,MetaCyc:N2METHYLCITRATEDEHYDRATASERXN,
,R2136,"3-Oxopropanoate:NADP+ oxidoreductase (decarboxylating, CoA-acetylating)",NADP(+) [mitochondrion] + coenzyme A [mitochondrion] + 3-Oxopropanoate [mitochondrion] --> NADPH [mitochondrion] + CO2 [mitochondrion] + acetyl-CoA [mitochondrion],1.2.1.18,AFUA_4G12870,0,1000,0,Propanoate metabolism,KEGG:R00706,
,R2137,Propionyladenylate:CoA propionyltransferase,coenzyme A [cytoplasm] + Propionyl-adenosine monophosphate [cytoplasm] <=> AMP [cytoplasm] + propionyl-CoA [cytoplasm],6.2.1.1; 6.2.1.17,AFUA_4G11080 or AFUA_8G00500 or AFUA_2G07780,-1000,1000,0,Propanoate metabolism,KEGG:R00926,
,R2138,Propionyladenylate:CoA propionyltransferase,coenzyme A [peroxisome] + Propionyl-adenosine monophosphate [peroxisome] <=> AMP [peroxisome] + propionyl-CoA [peroxisome],6.2.1.1; 6.2.1.17,AFUA_4G11080 or AFUA_8G00500 or AFUA_2G07780,-1000,1000,0,Propanoate metabolism,KEGG:R00926,
,R2139,2-hydroxybutyrate:NAD+ oxidoreductase,NAD(+) [cytoplasm] + 2-Hydroxybutanoic acid [cytoplasm] <-- NADH [cytoplasm] + 2-oxobutanoate [cytoplasm],1.1.1.27,AFUA_5G14800,-1000,0,0,Propanoate metabolism,KEGG:R01000,
,R2140,ATP:propanoate phosphotransferase,ATP [cytoplasm] + propionate [cytoplasm] <-- ADP [cytoplasm] + propanoyl phosphate [cytoplasm],2.7.2.1; 2.7.2.15,AFUA_3G10750,-1000,0,0,Propanoate metabolism,KEGG:R01353,
,R2141,ATP:propanoate phosphotransferase,ATP [mitochondrion] + propionate [mitochondrion] <-- ADP [mitochondrion] + propanoyl phosphate [mitochondrion],2.7.2.1; 2.7.2.15,AFUA_3G10750,-1000,0,0,Propanoate metabolism,KEGG:R01353,
,R2142,ATP:propanoate adenylyltransferase,ATP [cytoplasm] + propionate [cytoplasm] <=> diphosphate [cytoplasm] + Propionyl-adenosine monophosphate [cytoplasm],6.2.1.1; 6.2.1.17,AFUA_4G11080 or AFUA_8G00500 or AFUA_2G07780,-1000,1000,0,Propanoate metabolism,KEGG:R01354,
,R2143,ATP:propanoate adenylyltransferase,ATP [peroxisome] + propionate [peroxisome] <=> diphosphate [peroxisome] + Propionyl-adenosine monophosphate [peroxisome],6.2.1.1; 6.2.1.17,AFUA_4G11080 or AFUA_8G00500 or AFUA_2G07780,-1000,1000,0,Propanoate metabolism,KEGG:R01354,
,R2144,3-hydroxypropanoate:NAD+ oxidoreductase,NAD(+) [mitochondrion] + 3-hydroxypropanoate [mitochondrion] <-- NADH [mitochondrion] + 3-Oxopropanoate [mitochondrion],1.1.1.59,AFUA_6G11020,-1000,0,0,Propanoate metabolism,KEGG:R01608,
,R2145,2-Propyn-1-al:NAD+ oxidoreductase,H2O [cytoplasm] + NAD(+) [cytoplasm] + 2-Propyn-1-al [cytoplasm] --> NADH [cytoplasm] + Acetylenecarboxylic acid [cytoplasm],1.2.1.3,AFUA_2G00720 or AFUA_7G01000 or AFUA_6G11430,0,1000,0,Propanoate metabolism,KEGG:R02940,
,R2146,3-Hydroxypropionyl-CoA hydro-lyase,3-hydroxypropanoyl-CoA [cytoplasm] <-- H2O [cytoplasm] + acryloyl-CoA [cytoplasm],4.2.1.17; 4.2.1.116,AFUA_2G10920 or AFUA_8G01210,-1000,0,0,Propanoate metabolism,KEGG:R03045,
,R2147,3-Hydroxypropionyl-CoA hydro-lyase,3-hydroxypropanoyl-CoA [mitochondrion] <-- H2O [mitochondrion] + acryloyl-CoA [mitochondrion],4.2.1.17; 4.2.1.116,AFUA_2G10920 or AFUA_8G01210,-1000,0,0,Propanoate metabolism,KEGG:R03045,
,R2148,3-hydroxyisobutyryl-CoA hydrolase,coenzyme A [mitochondrion] + 3-hydroxypropanoate [mitochondrion] <-- H2O [mitochondrion] + 3-hydroxypropanoyl-CoA [mitochondrion],3.1.2.4,AFUA_5G12790,-1000,0,0,Propanoate metabolism,KEGG:R03158,
,R2149,aldehyde dehydrogenase,H2O [cytoplasm] + NAD(+) [cytoplasm] + propanal [cytoplasm] --> NADH [cytoplasm] + propionate [cytoplasm],,AFUA_2G15660,0,1000,0,Propanoate metabolism,,R75ANIGER [2]
,R2150,aldehyde dehydrogenase,H2O [mitochondrion] + NAD(+) [mitochondrion] + propanal [mitochondrion] --> NADH [mitochondrion] + propionate [mitochondrion],,AFUA_2G15660,0,1000,0,Propanoate metabolism,,R75ANIGER [2]
,R2151,2-methylcitrate hydrolyase,2-Methylcitrate [mitochondrion] <=> H2O [mitochondrion] + 2-methyl-trans-aconitate [mitochondrion],4.2.1.79,AFUA_2G13610 or AFUA_6G03730,-1000,1000,0,Propanoate metabolism,,R79ANIGER [2]
