ID_old	ID_new	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	SUBSYSTEM
R01964KEGGR01964[c]	R101	ITP:D-glucosamine 6-phosphotransferase	ITP [cytoplasm] + D-glucosamine [cytoplasm] --> IDP [cytoplasm] + D-glucosamine 6-phosphate [cytoplasm]	2.7.1.1	AFUA_7G04040 or AFUA_6G03980 or AFUA_2G00450 or AFUA_2G16330 or AFUA_6G02230 or AFUA_2G05910	Amino sugar and nucleotide sugar metabolism
R01964KEGGR01964[m]	R102	ITP:D-glucosamine 6-phosphotransferase	ITP [mitochondrion] + D-glucosamine [mitochondrion] --> IDP [mitochondrion] + D-glucosamine 6-phosphate [mitochondrion]	2.7.1.1	AFUA_7G04040 or AFUA_6G03980 or AFUA_2G00450 or AFUA_2G16330 or AFUA_6G02230 or AFUA_2G05910	Amino sugar and nucleotide sugar metabolism
R01965KEGGR01965[c]	R103	dATP:D-glucosamine 6-phosphotransferase	dATP [cytoplasm] + D-glucosamine [cytoplasm] --> dADP [cytoplasm] + D-glucosamine 6-phosphate [cytoplasm]	2.7.1.1	AFUA_7G04040 or AFUA_6G03980 or AFUA_2G00450 or AFUA_2G16330 or AFUA_6G02230 or AFUA_2G05910	Amino sugar and nucleotide sugar metabolism
R01965KEGGR01965[m]	R104	dATP:D-glucosamine 6-phosphotransferase	dATP [mitochondrion] + D-glucosamine [mitochondrion] --> dADP [mitochondrion] + D-glucosamine 6-phosphate [mitochondrion]	2.7.1.1	AFUA_7G04040 or AFUA_6G03980 or AFUA_2G00450 or AFUA_2G16330 or AFUA_6G02230 or AFUA_2G05910	Amino sugar and nucleotide sugar metabolism
R01966KEGGR01966[c]	R105	beta-D-glucosaminide glucosaminohydrolase	3.0 D-glucosamine [cytoplasm] <=> 2.0 H2O [cytoplasm] + D-Glucosaminide [cytoplasm]	3.2.1.165	AFUA_4G00390	Amino sugar and nucleotide sugar metabolism
R02334KEGGR02334[e]	R106	"[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase"	B00002 [extracellular] + chitin [extracellular] <=> N-Acetyl-D-glucosaminide [extracellular]	3.2.1.14	AFUA_6G13720 or AFUA_3G07110 or AFUA_8G01410 or AFUA_7G08490 or AFUA_5G03850 or AFUA_6G09780 or AFUA_3G11280 or AFUA_1G02800 or AFUA_5G01400 or AFUA_5G03960 or AFUA_5G03530 or AFUA_5G06840 or AFUA_8G00700 or AFUA_1G00310 or AFUA_3G07160 or AFUA_7G05140 or AFUA_6G09310 or AFUA_5G03760	Amino sugar and nucleotide sugar metabolism
R02636KEGGR02636[c]	R107	UDP-D-galacturonate carboxy-lyase	UDP-D-galacturonate [cytoplasm] <=> CO2 [cytoplasm] + UDP-L-arabinose [cytoplasm]	4.1.1.67		Amino sugar and nucleotide sugar metabolism
R02833KEGGR02833[c]	R108	Chitosan N-acetylglucosaminohydrolase	H2O [cytoplasm] + chitosan [cytoplasm] --> D-Glucosaminide [cytoplasm]	3.2.1.132	AFUA_8G00930 or AFUA_3G14980	Amino sugar and nucleotide sugar metabolism
R05191KEGGR05191[c]	R109	"UDP-D-galacturonate:1,4-alpha-poly-D-galacturonate 4-alpha-D-galacturonosyltransferase"	H2O [cytoplasm] + UDP-D-galacturonate [cytoplasm] <=> UDP [cytoplasm] + pectin [cytoplasm]	2.4.1.43		Amino sugar and nucleotide sugar metabolism
R08555KEGGR08555[c]	R110	(R)-lactate hydro-lyase (adding N-acetyl-D-glucosamine 6-phosphate; N-acetylmuramate 6-phosphate-forming)	(R)-lactate [cytoplasm] + N-acetyl-D-glucosamine 6-phosphate [cytoplasm] <=> H2O [cytoplasm] + N-acetyl-beta-muramate 6-phosphate [cytoplasm]	4.2.1.126	AFUA_1G17490	Amino sugar and nucleotide sugar metabolism
R300ANIGERR01961[c]	R111	ATP:D-glucosamine 6-phosphotransferase	ATP [cytoplasm] + D-glucosamine [cytoplasm] --> ADP [cytoplasm] + D-glucosamine 6-phosphate [cytoplasm]	2.7.1.1; 2.7.1.8	AFUA_7G04040 or AFUA_6G03980 or AFUA_2G00450 or AFUA_2G16330 or AFUA_6G02230 or AFUA_2G05910	Amino sugar and nucleotide sugar metabolism
R300ANIGERR01961[m]	R112	ATP:D-glucosamine 6-phosphotransferase	ATP [mitochondrion] + D-glucosamine [mitochondrion] --> ADP [mitochondrion] + D-glucosamine 6-phosphate [mitochondrion]	2.7.1.1; 2.7.1.8	AFUA_7G04040 or AFUA_6G03980 or AFUA_2G00450 or AFUA_2G16330 or AFUA_6G02230 or AFUA_2G05910	Amino sugar and nucleotide sugar metabolism
R302ANIGERR00418[c]	R113	UDP-N-acetyl-D-glucosamine 4-epimerase	UDP-N-acetyl-D-glucosamine [cytoplasm] <=> UDP-N-acetyl-D-galactosamine [cytoplasm]	5.1.3.2; 5.1.3.7	AFUA_5G10780 or AFUA_3G07910 or AFUA_4G14090	Amino sugar and nucleotide sugar metabolism
R302ANIGERR00418[m]	R114	UDP-N-acetyl-D-glucosamine 4-epimerase	UDP-N-acetyl-D-glucosamine [mitochondrion] <=> UDP-N-acetyl-D-galactosamine [mitochondrion]	5.1.3.2; 5.1.3.7	AFUA_5G10780 or AFUA_3G07910 or AFUA_4G14090	Amino sugar and nucleotide sugar metabolism
RXN05226MetaCyc[c]	R115	"glcNAc-1,6-anhMurNAcaminidase"	"H2O [cytoplasm] + N-acetyl-beta-D-glucosamine(anhydrous)-N-acetylmuramate [cytoplasm] <=> 2-Acetamido-2-deoxy-D-glucose [cytoplasm] + 1,6-anhydro-N-acetyl-beta-muramate [cytoplasm]"	3.2.1.52	AFUA_8G04060 or AFUA_2G00640 or AFUA_3G11780	Amino sugar and nucleotide sugar metabolism
RXN05226MetaCyc[e]	R116	"glcNAc-1,6-anhMurNAcaminidase"	"H2O [extracellular] + N-acetyl-beta-D-glucosamine(anhydrous)-N-acetylmuramate [extracellular] <=> 2-Acetamido-2-deoxy-D-glucose [extracellular] + 1,6-anhydro-N-acetyl-beta-muramate [extracellular]"	3.2.1.52	AFUA_8G05020	Amino sugar and nucleotide sugar metabolism
r0271YCM606R02333[c]	R117	Chitin amidohydrolase	H2O [cytoplasm] + 3.0 chitin [cytoplasm] --> 3.0 acetate [cytoplasm] + chitosan [cytoplasm]	3.5.1.41	AFUA_6G10430	Amino sugar and nucleotide sugar metabolism
r0272YCM606R02335[c]	R118	UDP-N-acetyl-D-glucosamine:chitin 4-beta-N-acetylglucosaminyl-transferase	H2O [cytoplasm] + UDP-N-acetyl-D-glucosamine [cytoplasm] --> UDP [cytoplasm] + chitin [cytoplasm]	2.4.1.16	AFUA_2G13440 or AFUA_3G14420 or AFUA_2G01870 or AFUA_1G12600 or AFUA_5G00760 or AFUA_8G05630 or AFUA_4G04180 or AFUA_2G13430	Amino sugar and nucleotide sugar metabolism
r0465YCM606R00765[m]	R119	D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing); D-glucosamine-6-phosphate ketol-isomerase(deaminating)	H2O [mitochondrion] + D-glucosamine 6-phosphate [mitochondrion] --> D-fructose 6-phosphate [mitochondrion] + NH3 [mitochondrion]	3.5.99.6	AFUA_8G04070 or AFUA_1G00480	Amino sugar and nucleotide sugar metabolism
r0477YCM606R00768[c]	R120	L-glutamine:D-fructose-6-phosphate isomerase (deaminating); L-glutamine:D-fructose-6-phosphate aminotransferase (hexose isomerizing)	L-glutamine [cytoplasm] + D-fructose 6-phosphate [cytoplasm] --> L-glutamate [cytoplasm] + D-glucosamine 6-phosphate [cytoplasm]	2.6.1.16	AFUA_6G06340	Amino sugar and nucleotide sugar metabolism
r0760YCM606R02058[c]	R121	acetyl-CoA:D-glucosamine-6-phosphate N-acetyltransferase	acetyl-CoA [cytoplasm] + D-glucosamine 6-phosphate [cytoplasm] <=> coenzyme A [cytoplasm] + N-acetyl-D-glucosamine 6-phosphate [cytoplasm]	2.3.1.4	AFUA_6G02460	Amino sugar and nucleotide sugar metabolism
r0882YCM606R08193[c]	R122	"N-Acetyl-D-glucosamine 1-phosphate 1,6-phosphomutase"	N-acetyl-D-glucosamine 6-phosphate [cytoplasm] <=> N-Acetyl-alpha-D-glucosamine 1-phosphate [cytoplasm]	5.4.2.3	AFUA_1G06210	Amino sugar and nucleotide sugar metabolism
r1069YCM606R00416[c]	R123	UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase	UTP [cytoplasm] + N-Acetyl-alpha-D-glucosamine 1-phosphate [cytoplasm] <=> diphosphate [cytoplasm] + UDP-N-acetyl-D-glucosamine [cytoplasm]	2.7.7.23	AFUA_7G02180	Amino sugar and nucleotide sugar metabolism
r443AORYZAER08715[c]	R124	"chitosan exo-1,4-beta-D-glucosaminidase; chitosan glucosaminohydrolase"	2.0 H2O [cytoplasm] + chitosan [cytoplasm] --> 3.0 D-glucosamine [cytoplasm]	3.2.1.165	AFUA_4G00390	Amino sugar and nucleotide sugar metabolism
r458ANIDULANSR01762[e]	R125	alpha-L-arabinan arabinofuranohydrolase	3.0 H2O [extracellular] + alpha-L-arabinan [extracellular] <=> 2.0 B00001 [extracellular] + 3.0 L-arabinose [extracellular]	3.2.1.55	AFUA_1G09900 or AFUA_2G15160 or AFUA_6G14620	Amino sugar and nucleotide sugar metabolism
r458ANIDULANSR01762[c]	R126	alpha-L-arabinan arabinofuranohydrolase	3.0 H2O [cytoplasm] + alpha-L-arabinan [cytoplasm] <=> 2.0 B00001 [cytoplasm] + 3.0 L-arabinose [cytoplasm]	3.2.1.55	AFUA_1G09900 or AFUA_2G15160 or AFUA_6G14620	Amino sugar and nucleotide sugar metabolism
R01004KEGGR01004[er]	R891	Dolichyl-diphosphate phosphohydrolase	H2O [endoplasmic_reticulum] + Dolichyl diphosphate [endoplasmic_reticulum] --> phosphate [endoplasmic_reticulum] + Dolichyl phosphate [endoplasmic_reticulum]	3.6.1.43	AFUA_6G04240	Glycan biosynthesis
R01007KEGGR01007[er]	R892	UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine phosphotransferase	UDP-N-acetyl-D-glucosamine [endoplasmic_reticulum] + Dolichyl phosphate [endoplasmic_reticulum] <=> UMP [endoplasmic_reticulum] + N-Acetyl-D-glucosaminyldiphosphodolichol [endoplasmic_reticulum]	2.7.8.15	AFUA_2G11240	Glycan biosynthesis
R03996KEGGR03996[c]	R893	"UDPglucose:alpha-D-(1,3)-glucan 3-alpha-D-glucosyltransferase"	"2.0 B00001 [cytoplasm] + UDP-glucose [cytoplasm] <=> UDP [cytoplasm] + 1,3-alpha-D-Glucan [cytoplasm]"	2.4.1.183	AFUA_3G00910 or AFUA_1G15440 or AFUA_2G11270	Glycan biosynthesis
R04072KEGGR04072[c]	R894	dolichyl-beta-D-mannosyl-phosphate:protein-serine O-D-mannosyltransferase	Protein serine [cytoplasm] + Dolichyl phosphate D-mannose [cytoplasm] <=> Dolichyl phosphate [cytoplasm] + O-D-Mannosylprotein [cytoplasm]	2.4.1.109	AFUA_1G07690 or AFUA_8G04500 or AFUA_3G06450	Glycan biosynthesis
R04216KEGGR04216[e]	R895	dolichyl-diphosphooligosaccharide:protein-L-asparagine oligopolysaccharidotransferase	Protein asparagine [extracellular] + dolichyl diphosphooligosaccharide [extracellular] <=> Dolichyl diphosphate [extracellular] + Glycoprotein with the oligosaccharide chain attached by N-glycosyl linkage to protein L-asparagine [extracellular]	2.4.99.18	AFUA_8G04430 or (AFUA_1G03810 and AFUA_2G05790 and AFUA_2G06280 and AFUA_4G08660 and AFUA_5G08970)	Glycan biosynthesis
R04216KEGGR04216[m]	R896	dolichyl-diphosphooligosaccharide:protein-L-asparagine oligopolysaccharidotransferase	Protein asparagine [mitochondrion] + dolichyl diphosphooligosaccharide [mitochondrion] <=> Dolichyl diphosphate [mitochondrion] + Glycoprotein with the oligosaccharide chain attached by N-glycosyl linkage to protein L-asparagine [mitochondrion]	2.4.99.18	AFUA_8G04430 or (AFUA_1G03810 and AFUA_2G05790 and AFUA_2G06280 and AFUA_4G08660 and AFUA_5G08970)	Glycan biosynthesis
R04216KEGGR04216[er]	R897	dolichyl-diphosphooligosaccharide:protein-L-asparagine oligopolysaccharidotransferase	Protein asparagine [endoplasmic_reticulum] + dolichyl diphosphooligosaccharide [endoplasmic_reticulum] <=> Dolichyl diphosphate [endoplasmic_reticulum] + Glycoprotein with the oligosaccharide chain attached by N-glycosyl linkage to protein L-asparagine [endoplasmic_reticulum]	2.4.99.18	AFUA_8G04430 or (AFUA_1G03810 and AFUA_2G05790 and AFUA_2G06280 and AFUA_4G08660 and AFUA_5G08970)	Glycan biosynthesis
R04494KEGGR04494[e]	R898	UDP-N-acetyl-D-glucosamine:N-acetyl-D-glucosaminyl diphosphodolichol N-acetyl-D-glucosaminyltransferase	"UDP-N-acetyl-D-glucosamine [extracellular] + N-Acetyl-D-glucosaminyldiphosphodolichol [extracellular] <=> UDP [extracellular] + N,N'-diacetylchitobiosyldiphosphodolichol [extracellular]"	2.4.1.141	AFUA_6G06940 or AFUA_4G13400	Glycan biosynthesis
R04494KEGGR04494[m]	R899	UDP-N-acetyl-D-glucosamine:N-acetyl-D-glucosaminyl diphosphodolichol N-acetyl-D-glucosaminyltransferase	"UDP-N-acetyl-D-glucosamine [mitochondrion] + N-Acetyl-D-glucosaminyldiphosphodolichol [mitochondrion] <=> UDP [mitochondrion] + N,N'-diacetylchitobiosyldiphosphodolichol [mitochondrion]"	2.4.1.141	AFUA_6G06940 or AFUA_4G13400	Glycan biosynthesis
R05918KEGGR05918[er]	R900	glucosaminylphosphatidylinositol acyltransferase	palmitoyl-CoA [endoplasmic_reticulum] + 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol [endoplasmic_reticulum] --> coenzyme A [endoplasmic_reticulum] + (GlcN)1 (Ino(acyl)-P)1 [endoplasmic_reticulum]	2.3.-.-	AFUA_1G14870	Glycan biosynthesis
R05919KEGGR05919[er]	R901	GPI mannosyltransferase 1	Dolichyl phosphate D-mannose [endoplasmic_reticulum] + (GlcN)1 (Ino(acyl)-P)1 [endoplasmic_reticulum] --> Dolichyl phosphate [endoplasmic_reticulum] + (GlcN)1 (Ino(acyl)-P)1 (Man)1 [endoplasmic_reticulum]	2.4.1.-	AFUA_7G01300	Glycan biosynthesis
R05922KEGGR05922[er]	R902	GPI mannosyltransferase 3	Dolichyl phosphate D-mannose [endoplasmic_reticulum] + (GlcN)1 (Ino(acyl)-P)1 (Man)2 (EtN)1 (P)1 [endoplasmic_reticulum] --> Dolichyl phosphate [endoplasmic_reticulum] + (GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)1 (P)1 [endoplasmic_reticulum]	2.4.1.-	AFUA_4G09130	Glycan biosynthesis
R06127KEGGR06127[er]	R903	"GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase"	GDP-mannose [endoplasmic_reticulum] + (GlcNAc)2 (Man)3 (PP-Dol)1 [endoplasmic_reticulum] <=> (GlcNAc)2 (Man)4 (PP-Dol)1 [endoplasmic_reticulum] + GDP [endoplasmic_reticulum]	2.4.1.131	AFUA_1G06890	Glycan biosynthesis
R06128KEGGR06128[er]	R904	"GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase"	GDP-mannose [endoplasmic_reticulum] + (GlcNAc)2 (Man)4 (PP-Dol)1 [endoplasmic_reticulum] <=> (alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol [endoplasmic_reticulum] + GDP [endoplasmic_reticulum]	2.4.1.131	AFUA_1G06890	Glycan biosynthesis
R06258KEGGR06258[er]	R905	"alpha-1,3-mannosyltransferase"	Dolichyl phosphate D-mannose [endoplasmic_reticulum] + (alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol [endoplasmic_reticulum] <=> Dolichyl phosphate [endoplasmic_reticulum] + (GlcNAc)2 (Man)6 (PP-Dol)1 [endoplasmic_reticulum]	2.4.1.258	AFUA_5G11990	Glycan biosynthesis
R06259KEGGR06259[er]	R906	"alpha-1,2-mannosyltransferase"	Dolichyl phosphate D-mannose [endoplasmic_reticulum] + (GlcNAc)2 (Man)6 (PP-Dol)1 [endoplasmic_reticulum] <=> Dolichyl phosphate [endoplasmic_reticulum] + (GlcNAc)2 (Man)7 (PP-Dol)1 [endoplasmic_reticulum]	2.4.1.259	AFUA_1G13870	Glycan biosynthesis
R06260KEGGR06260[er]	R907	"alpha-1,6-mannosyltransferase"	Dolichyl phosphate D-mannose [endoplasmic_reticulum] + (GlcNAc)2 (Man)7 (PP-Dol)1 [endoplasmic_reticulum] <=> Dolichyl phosphate [endoplasmic_reticulum] + (GlcNAc)2 (Man)8 (PP-Dol)1 [endoplasmic_reticulum]	2.4.1.260	AFUA_4G12900	Glycan biosynthesis
R06261KEGGR06261[er]	R908	"alpha-1,2-mannosyltransferase"	Dolichyl phosphate D-mannose [endoplasmic_reticulum] + (alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol [endoplasmic_reticulum] <=> Dolichyl phosphate [endoplasmic_reticulum] + (alpha-D-Mannosyl)9-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol [endoplasmic_reticulum]	2.4.1.261	AFUA_1G13870	Glycan biosynthesis
R06262KEGGR06262[er]	R909	"dolichyl beta-D-glucosyl phosphate:D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase"	Dolichyl beta-D-glucosyl phosphate [endoplasmic_reticulum] + (alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol [endoplasmic_reticulum] <=> Dolichyl phosphate [endoplasmic_reticulum] + (Glc)1 (GlcNAc)2 (Man)9 (PP-Dol)1 [endoplasmic_reticulum]	2.4.1.267	AFUA_3G07700	Glycan biosynthesis
R06263KEGGR06263[er]	R910	"dolichyl beta-D-glucosyl phosphate:D-Glc-alpha-(1->3)-D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase"	Dolichyl beta-D-glucosyl phosphate [endoplasmic_reticulum] + (Glc)1 (GlcNAc)2 (Man)9 (PP-Dol)1 [endoplasmic_reticulum] <=> Dolichyl phosphate [endoplasmic_reticulum] + (Glc)1 (GlcNAc)2 (Man)9 (PP-Dol)1 [endoplasmic_reticulum]	2.4.1.265	AFUA_2G16790	Glycan biosynthesis
R06264KEGGR06264[er]	R911	"dolichyl beta-D-glucosyl phosphate:D-Glc-alpha-(1->3)-D-Glc-alpha-(1->3)-D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,2-glucosyltransferase"	Dolichyl beta-D-glucosyl phosphate [endoplasmic_reticulum] + (Glc)1 (GlcNAc)2 (Man)9 (PP-Dol)1 [endoplasmic_reticulum] <=> Dolichyl phosphate [endoplasmic_reticulum] + (Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1 [endoplasmic_reticulum]	2.4.1.256	AFUA_2G11080	Glycan biosynthesis
R06722KEGGR06722[er]	R912	"alpha 1,2-mannosyloligosaccharide alpha-D-mannohydrolase"	H2O [endoplasmic_reticulum] + (GlcNAc)2 (Man)9 (Asn)1 [endoplasmic_reticulum] <=> D-Mannose [endoplasmic_reticulum] + (GlcNAc)2 (Man)8 (Asn)1 [endoplasmic_reticulum]	3.2.1.209	AFUA_6G06790	Glycan biosynthesis
R06986KEGGR06986[er]	R913	"GDP-mannose:N-linked oligosaccharide alpha-1,6-D-mannosyltransferase"	GDP-mannose [endoplasmic_reticulum] + (GlcNAc)2 (Man)9 (Asn)1 [endoplasmic_reticulum] <=> GDP [endoplasmic_reticulum] + (GlcNAc)2 (Man)8 (Asn)1 [endoplasmic_reticulum]	2.4.1.232	AFUA_2G01450	Glycan biosynthesis
R07816KEGGR07816[er]	R914	alpha-N-acetylglucosaminidase	H2O [endoplasmic_reticulum] + (GlcA)2 (GlcNAc)2 (S)2 [endoplasmic_reticulum] --> 2-Acetamido-2-deoxy-D-glucose [endoplasmic_reticulum] + (GlcA)2 (GlcNAc)1 (S)2 [endoplasmic_reticulum]	3.2.1.50	AFUA_2G09410	Glycan biosynthesis
R08107KEGGR08107[er]	R915	GPI ethanolamine phosphate transferase	"Phosphatidylethanolamine [endoplasmic_reticulum] + (GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)1 (P)1 [endoplasmic_reticulum] --> 1,2-Diacyl-sn-glycerol [endoplasmic_reticulum] + (GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)2 (P)2 [endoplasmic_reticulum]"	2.7.-.-	AFUA_2G01070 or AFUA_6G04290	Glycan biosynthesis
R08599KEGGR08599[er]	R916	"alpha 1,6-mannosyltransferase"	GDP-mannose [endoplasmic_reticulum] + (GlcNAc)2 (Man)8 (Asn)1 [endoplasmic_reticulum] --> (GlcNAc)2(Man)9(Asn)1 [endoplasmic_reticulum] + GDP [endoplasmic_reticulum]	2.4.1.232	AFUA_5G08580	Glycan biosynthesis
R11316KEGGR11316[g]	R917	hexosaminidase	H2O [golgi] + (GlcNAc)4 (LFuc)1 (Man)3 (Xyl)1 (Asn)1 [golgi] --> 2-Acetamido-2-deoxy-D-glucose [golgi] + (GlcNAc)2 (LFuc)1 (Man)3 (Xyl)1 (Asn)1 [golgi]		AFUA_2G00640 or AFUA_8G05020	Glycan biosynthesis
R11316KEGGR11316[er]	R918	hexosaminidase	H2O [endoplasmic_reticulum] + (GlcNAc)4 (LFuc)1 (Man)3 (Xyl)1 (Asn)1 [endoplasmic_reticulum] --> 2-Acetamido-2-deoxy-D-glucose [endoplasmic_reticulum] + (GlcNAc)2 (LFuc)1 (Man)3 (Xyl)1 (Asn)1 [endoplasmic_reticulum]		AFUA_2G00640 or AFUA_8G05020	Glycan biosynthesis
R11316KEGGR11316[m]	R919	hexosaminidase	H2O [mitochondrion] + (GlcNAc)4 (LFuc)1 (Man)3 (Xyl)1 (Asn)1 [mitochondrion] --> 2-Acetamido-2-deoxy-D-glucose [mitochondrion] + (GlcNAc)2 (LFuc)1 (Man)3 (Xyl)1 (Asn)1 [mitochondrion]		AFUA_2G00640 or AFUA_8G05020	Glycan biosynthesis
R12299KEGGR12299[m]	R920	"ditrans,polycis-dolichol:NADP+ 2,3-oxidoreductase"	NADP(+) [mitochondrion] + Dolichol [mitochondrion] <-- NADPH [mitochondrion] + polyprenol [mitochondrion]	1.3.1.94	AFUA_1G05470	Glycan biosynthesis
R12350KEGGR12350[er]	R921	GPI mannosyltransferase 2	Dolichyl phosphate D-mannose [endoplasmic_reticulum] + (GlcN)1 (Ino(acyl)-P)1 (Man)1 [endoplasmic_reticulum] --> Dolichyl phosphate [endoplasmic_reticulum] + (GlcN)1 (Ino(acyl)-P)1 (Man)2 [endoplasmic_reticulum]	2.4.1.-	AFUA_1G14140 or AFUA_4G11280	Glycan biosynthesis
R12351KEGGR12351[er]	R922	GPI ethanolamine phosphate transferase 1	"Phosphatidylethanolamine [endoplasmic_reticulum] + (GlcN)1 (Ino(acyl)-P)1 (Man)2 [endoplasmic_reticulum] --> 1,2-Diacyl-sn-glycerol [endoplasmic_reticulum] + (GlcN)1 (Ino(acyl)-P)1 (Man)2 (EtN)1 (P)1 [endoplasmic_reticulum]"	2.7.-.-	AFUA_4G03970	Glycan biosynthesis
R12477KEGGR12477[er]	R923	Man9GlcNAc2-[protein]2-alpha-mannohydrolase (configuration-inverting)	H2O [endoplasmic_reticulum] + (GlcNAc)2 (Man)9 [endoplasmic_reticulum] <=> D-Mannose [endoplasmic_reticulum] + (GlcNAc)2 (Man)8 [endoplasmic_reticulum]	3.2.1.209	AFUA_6G06790	Glycan biosynthesis
R12479KEGGR12479[er]	R924	"mannosyl-oligosaccharide alpha-1,2-mannosidase"	3.0 H2O [endoplasmic_reticulum] + (GlcNAc)2 (Man)8 (Asn)1 [endoplasmic_reticulum] --> 3.0 D-Mannose [endoplasmic_reticulum] + (GlcNAc)2(Man)5(Asn)1 [endoplasmic_reticulum]	3.2.1.113	AFUA_1G14560 or AFUA_4G10070 or AFUA_6G12360	Glycan biosynthesis
R12479KEGGR12479[m]	R925	"mannosyl-oligosaccharide alpha-1,2-mannosidase"	3.0 H2O [mitochondrion] + (GlcNAc)2 (Man)8 (Asn)1 [mitochondrion] --> 3.0 D-Mannose [mitochondrion] + (GlcNAc)2(Man)5(Asn)1 [mitochondrion]	3.2.1.113	AFUA_1G14560 or AFUA_4G10070 or AFUA_6G12360	Glycan biosynthesis
RXN1841MetaCyc[e]	R926	fructan 1-exohydrolase	H2O [extracellular] + 1-kestotriose [extracellular] <=> sucrose [extracellular] + D-fructose [extracellular]	3.2.1.80	AFUA_5G00480	Glycan biosynthesis
RXN9969MetaCyc[c]	R927	dehydrodolichyl diphosphate synthase	"13.0 isopentenyl diphosphate [cytoplasm] + 2-trans,6-trans-farnesyl diphosphate [cytoplasm] <=> 13.0 diphosphate [cytoplasm] + di-trans, poly-cis-polyprenyl diphosphate (C80) [cytoplasm]"	2.5.1.87	AFUA_4G11350	Glycan biosynthesis
RXN9969MetaCyc[m]	R928	dehydrodolichyl diphosphate synthase	"13.0 isopentenyl diphosphate [mitochondrion] + 2-trans,6-trans-farnesyl diphosphate [mitochondrion] <=> 13.0 diphosphate [mitochondrion] + di-trans, poly-cis-polyprenyl diphosphate (C80) [mitochondrion]"	2.5.1.87	AFUA_4G11350	Glycan biosynthesis
gpi_anchor[er]	R929	(GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)2 (P)2 (protein)1 synthase	(GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)2 (P)2 [endoplasmic_reticulum] + Glycophosphatidylinositol (GPI)-anchored protein precursor [endoplasmic_reticulum] --> (GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)2 (P)2 (protein)1 [endoplasmic_reticulum] + Glycophosphatidylinositol (GPI) signal sequence (C-terminal peptide) [endoplasmic_reticulum]		AFUA_6G12760 and AFUA_6G07180 and AFUA_6G09020 and AFUA_4G08200	Glycan biosynthesis
gpi_anchor_2[er]	R930	(GlcN)1 (Man)3 (EtN)2 (P)2 (protein)1 (Ino-P)1 synthase	H2O [endoplasmic_reticulum] + (GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)2 (P)2 (protein)1 [endoplasmic_reticulum] --> palmitate [endoplasmic_reticulum] + (GlcN)1 (Man)3 (EtN)2 (P)2 (protein)1 (Ino-P)1 [endoplasmic_reticulum]	3.-.-.-	AFUA_7G05540	Glycan biosynthesis
incomplete_afm00513[er]	R931	(GlcNAc)2 (Man)15 (Asn)1 synthase	(GlcNAc)2 (Man)15 (Asn)1 [endoplasmic_reticulum] --> (GlcNAc)2 (Man)15 (Asn)1 [endoplasmic_reticulum]	2.4.1.-	AFUA_2G01450 and AFUA_2G14910 and AFUA_4G10750 and AFUA_2G15910	Glycan biosynthesis
